,Brand,Movement,Case material,Bracelet material,Gender,Price,Shape,Crystal,Dial,Bracelet color,Clasp,Total Sale,Seller Reviews,Year,Volume
11706,Formex,Automatic,steel,Leather,Men's watch/Unisex,126142.5,Rectangular,Sapphire crystal,Green,Brown,Fold clasp,1076.0,944.0,2024-01-01,Medium Sale
11707,ZRC,Automatic,steel,Rubber,Men's watch/Unisex,335445.0,Rectangular,Sapphire crystal,Blue,Blue,Buckle,1076.0,944.0,2024-01-01,Medium Sale
11713,Bruno Söhnle,Quartz,steel,Leather,Men's watch/Unisex,76477.5,Circular,Sapphire crystal,Black,Black,Fold clasp,7780.0,5149.0,2024-01-01,High Sale
11716,Maserati,Quartz,steel,gold,Men's watch/Unisex,19222.5,Circular,Mineral Glass,Gold,Gold,Fold clasp,5467.0,3308.0,2023-01-01,High Sale
11718,Montblanc,Manual winding,steel,Leather,Men's watch/Unisex,123750.0,Circular,Sapphire crystal,White,Black,Buckle,1606.0,1147.0,2024-01-01,Medium Sale
11719,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,22275.0,Circular,Mineral Glass,Black,Black,Buckle,805.0,552.0,2023-01-01,Medium Sale
11726,Louis Vuitton,Automatic,steel,Steel,Men's watch/Unisex,234877.5,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,393.0,284.0,2024-01-01,Low Sale
11731,Longines,Automatic,steel,Leather,Men's watch/Unisex,119625.0,Circular,Sapphire crystal,Black,Brown,Buckle,14642.0,448.0,2023-01-01,High Sale
11733,Anonimo,Automatic,steel,Steel,Men's watch/Unisex,237105.0,Circular,Sapphire crystal,Grey,Steel,Fold clasp,906.0,723.0,2000-01-01,Medium Sale
11734,Jaeger-LeCoultre,Automatic,Ceramic,Textile,Men's watch/Unisex,552667.5,Circular,Sapphire crystal,Black,Black,Buckle,2946.0,2094.0,2011-01-01,High Sale
11741,Doxa,Manual winding,steel,Leather,Men's watch/Unisex,21367.5,Rectangular,Plexiglass,Champagne,Brown,Buckle,14642.0,448.0,1950-01-01,High Sale
11742,Norqain,Automatic,steel,Steel,Men's watch/Unisex,335527.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,325.0,295.0,2024-01-01,Low Sale
11744,Claude Bernard,Quartz,steel,Leather,Men's watch/Unisex,42982.5,Circular,Sapphire crystal,Blue,Black,Buckle,428.0,348.0,2024-01-01,Low Sale
11747,Out of Order,Automatic,steel,Steel,Men's watch/Unisex,49087.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1474.0,1090.0,2024-01-01,Medium Sale
11749,Zeppelin,Quartz,steel,Leather,Men's watch/Unisex,26730.0,Circular,Plastic,Silver,Black,Buckle,1608.0,1189.0,2024-01-01,Medium Sale
11750,Grand Seiko,Automatic,steel,Steel,Men's watch/Unisex,330000.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1606.0,1147.0,2022-01-01,Medium Sale
11751,Maurice Lacroix,Automatic,gold,Animal skin,Men's watch/Unisex,556875.0,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",14642.0,448.0,2014-01-01,High Sale
11752,Rotary,Quartz,steel,Steel,Men's watch/Unisex,22275.0,Circular,Sapphire crystal,Black,Silver,Double-fold clasp,14642.0,7436.0,2024-01-01,High Sale
11754,Dewitt,Automatic,gold,Animal skin,Men's watch/Unisex,3708375.0,Circular,Sapphire crystal,Blue,Black,Buckle,3088.0,2340.0,2024-01-01,High Sale
11762,Glashütte Original,Automatic,steel,Animal skin,Men's watch/Unisex,460350.0,Circular,Sapphire crystal,Blue,Black,Fold clasp,811.0,642.0,2024-01-01,Medium Sale
11765,Formex,Automatic,Carbon,Rubber,Men's watch/Unisex,160132.5,Rectangular,Sapphire crystal,Grey,Black,Fold clasp,1076.0,944.0,2024-01-01,Medium Sale
11766,Vostok,Automatic,steel,Silicon,Men's watch/Unisex,11550.0,Circular,Glass,Grey,Black,Buckle,805.0,552.0,2024-01-01,Medium Sale
11768,Zodiac,Automatic,Ceramic,Rubber,Men's watch/Unisex,148087.5,Circular,Sapphire crystal,Silver,Gold,Buckle,1425.0,879.0,2023-01-01,Medium Sale
11773,Tiffany,Automatic,steel,Leather,Women's watch,480232.5,Circular,Sapphire crystal,Blue,Silver,Double-fold clasp,476.0,406.0,2024-01-01,Low Sale
11774,Zeppelin,Quartz,steel,Leather,Men's watch/Unisex,29452.5,Circular,Mineral Glass,Blue,Blue,Buckle,2330.0,1745.0,2024-01-01,Medium Sale
11783,Norqain,Automatic,steel,Steel,Men's watch/Unisex,388740.0,Circular,Sapphire crystal,Black,Black,Fold clasp,770.0,561.0,2024-01-01,Medium Sale
11784,Vostok,Automatic,steel,Leather,Men's watch/Unisex,22275.0,Circular,Mineral Glass,Grey,Brown,Buckle,1608.0,1189.0,2024-01-01,Medium Sale
11788,Casio,Solar,steel,Steel,Men's watch/Unisex,40837.5,Circular,Mineral Glass,Green,Silver,Fold clasp,1177.0,671.0,2024-01-01,Medium Sale
11794,Raymond Weil,Quartz,steel,Steel,Women's watch,123750.0,Circular,Sapphire crystal,Silver,Steel,Fold clasp,266.0,196.0,2024-01-01,Low Sale
11801,Invicta,Automatic,steel,Steel,Men's watch/Unisex,9157.5,Circular,Mineral Glass,Black,Steel,Fold clasp,14642.0,448.0,2024-01-01,High Sale
11803,Tutima,Automatic,Titanium,Titanium,Men's watch/Unisex,205755.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,14642.0,448.0,2024-01-01,High Sale
11804,Corum,Quartz,gold,Animal skin,Women's watch,449625.0,Circular,Sapphire crystal,Gold,Brown,Buckle,3088.0,2340.0,2024-01-01,High Sale
11807,Alpina,Automatic,steel,Rubber,Men's watch/Unisex,142725.0,Circular,Sapphire crystal,Champagne,Black,Buckle,14642.0,7436.0,2024-01-01,High Sale
11808,Roger Dubuis,Automatic,gold,Leather,Men's watch/Unisex,1650000.0,Circular,Sapphire crystal,White,Brown,Fold clasp,1606.0,1147.0,2024-01-01,Medium Sale
11809,Rolex,Automatic,steel,Steel,Men's watch/Unisex,402105.0,Circular,Sapphire crystal,Silver,Steel,Fold clasp,523.0,332.0,2008-01-01,Low Sale
11815,Hublot,Automatic,Ceramic,Rubber,Men's watch/Unisex,697125.0,Circular,Sapphire crystal,Black,Black,Fold clasp,2440.0,1789.0,2016-01-01,Medium Sale
11816,Jaeger-LeCoultre,Automatic,steel,Animal skin,Men's watch/Unisex,593917.5,Circular,Sapphire crystal,Silver,Black,Fold clasp,818.0,587.0,2023-01-01,Medium Sale
11819,Montblanc,Manual winding,steel,Leather,Men's watch/Unisex,105187.5,Circular,Sapphire crystal,Black,Brown,Buckle,14642.0,448.0,2015-01-01,High Sale
11820,Edox,Quartz,steel,Rubber,Men's watch/Unisex,63525.0,Circular,Sapphire crystal,Black,Black,Fold clasp,702.0,545.0,2008-01-01,Low Sale
11822,Jean Marcel,Automatic,steel,Steel,Men's watch/Unisex,135547.5,Rectangular,Sapphire crystal,Blue,Steel,Double-fold clasp,1076.0,944.0,2024-01-01,Medium Sale
11827,Sea-Gull,Manual winding,gold,Leather,Men's watch/Unisex,51892.5,Circular,Sapphire crystal,White,Brown,Double-fold clasp,2054.0,1358.0,2022-01-01,Medium Sale
11831,Rado,Quartz,Other Metal,gold,Women's watch,17902.5,Rectangular,Mineral Glass,Gold,Gold,Double-fold clasp,2845.0,1759.0,1980-01-01,Medium Sale
11837,Longines,Automatic,steel,Rubber,Men's watch/Unisex,278850.0,Circular,Sapphire crystal,White,Blue,Fold clasp,266.0,196.0,2024-01-01,Low Sale
11838,Rado,Quartz,steel,Steel,Women's watch,107992.5,Circular,Sapphire crystal,Black,Black,Fold clasp,485.0,352.0,2021-01-01,Low Sale
11840,Eterna,Automatic,steel,Other Metal,Men's watch/Unisex,97845.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,313.0,257.0,2023-01-01,Low Sale
11842,Roamer,Automatic,steel,Steel,Men's watch/Unisex,51892.5,Circular,Sapphire crystal,Blue,Gold,Fold clasp,1266.0,750.0,2024-01-01,Medium Sale
11846,Frederique Constant,Quartz,steel,Steel,Women's watch,205837.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2264.0,1331.0,2020-01-01,Medium Sale
11850,Jean Marcel,Automatic,steel,Rubber,Men's watch/Unisex,120367.5,Circular,Sapphire crystal,Blue,Blue,Fold clasp,1474.0,1090.0,2024-01-01,Medium Sale
11857,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,100237.5,Rectangular,Sapphire crystal,Green,Black,Double-fold clasp,2073.0,1305.0,2024-01-01,Medium Sale
11858,Formex,Automatic,Titanium,Leather,Men's watch/Unisex,87202.5,Rectangular,Sapphire crystal,Black,Black,Fold clasp,1076.0,944.0,2024-01-01,Medium Sale
11862,Elgin,Manual winding,Silver,Leather,Men's watch/Unisex,164917.5,Rectangular,Plexiglass,Silver,Brown,Buckle,14642.0,448.0,1930-01-01,High Sale
11864,Rolex,Automatic,steel,Steel,Men's watch/Unisex,766425.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,255.0,129.0,2024-01-01,Low Sale
11871,Maurice Lacroix,Quartz,steel,Steel,Men's watch/Unisex,91162.5,Circular,Sapphire crystal,Green,Steel,Fold clasp,2889.0,2092.0,2024-01-01,Medium Sale
11872,Bomberg,Automatic,steel,Steel,Men's watch/Unisex,105022.5,Circular,Sapphire crystal,Black,Gold,Fold clasp,549.0,480.0,2024-01-01,Low Sale
11873,ZRC,Automatic,Titanium,Rubber,Men's watch/Unisex,374880.0,Circular,Sapphire crystal,Blue,Blue,Buckle,358.0,312.0,2024-01-01,Low Sale
11876,Jean Marcel,Automatic,steel,Leather,Men's watch/Unisex,127050.0,Rectangular,Sapphire crystal,Blue,Blue,Double-fold clasp,1076.0,944.0,2024-01-01,Medium Sale
11877,Luminox,Quartz,steel,Steel,Men's watch/Unisex,17737.5,Rectangular,Sapphire crystal,Black,Steel,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
11878,Orient,Automatic,steel,Leather,Men's watch/Unisex,21697.5,Circular,Mineral Glass,Champagne,Brown,Buckle,956.0,443.0,2024-01-01,Medium Sale
11881,Citizen,Quartz,steel,Rubber,Men's watch/Unisex,42487.5,Circular,Sapphire crystal,Black,Black,Buckle,901.0,705.0,2024-01-01,Medium Sale
11887,Jaermann & Stübi,Automatic,steel,Leather,Women's watch,303270.0,Circular,Sapphire crystal,Silver,Blue,Buckle,6146.0,4678.0,2024-01-01,High Sale
11889,Luminox,Quartz,steel,Rubber,Men's watch/Unisex,24337.5,Circular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,2023-01-01,High Sale
11893,Tutima,Automatic,steel,Steel,Men's watch/Unisex,143055.0,Circular,Sapphire crystal,Green,Steel,Fold clasp,250.0,219.0,2020-01-01,Low Sale
11895,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,107332.5,Circular,Sapphire crystal,Champagne,Brown,Buckle,14642.0,448.0,2011-01-01,High Sale
11897,TAG Heuer,Automatic,steel,Leather,Men's watch/Unisex,263587.5,Circular,Sapphire crystal,Silver,Blue,Fold clasp,977.0,573.0,2024-01-01,Medium Sale
11899,Dior,Quartz,steel,Steel,Women's watch,447645.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,433.0,265.0,2024-01-01,Low Sale
11905,Union Glashütte,Automatic,steel,Rubber,Men's watch/Unisex,257730.0,Circular,Sapphire crystal,Black,Black,Fold clasp,1121.0,790.0,2024-01-01,Medium Sale
11907,Clerc,Automatic,steel,Rubber,Men's watch/Unisex,303765.0,Rectangular,Sapphire crystal,Black,Gold,Double-fold clasp,14642.0,448.0,2018-01-01,High Sale
11911,Epos,Automatic,Titanium,Titanium,Men's watch/Unisex,97680.0,Rectangular,Sapphire crystal,Green,Silver,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
11915,Norqain,Automatic,steel,Rubber,Men's watch/Unisex,371332.5,Circular,Sapphire crystal,Black,Black,Buckle,325.0,295.0,2024-01-01,Low Sale
11920,Police,Quartz,steel,Animal skin,Men's watch/Unisex,11550.0,Circular,Mineral Glass,Grey,Black,Buckle,14642.0,7436.0,2024-01-01,High Sale
11922,Maserati,Quartz,steel,Steel,Men's watch/Unisex,21615.0,Circular,Mineral Glass,Black,Gold,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
11927,Breguet,Automatic,gold,Animal skin,Men's watch/Unisex,1205077.5,Circular,Sapphire crystal,Silver,Brown,Buckle,2224.0,1454.0,2011-01-01,Medium Sale
11934,Certina,Automatic,Titanium,Titanium,Men's watch/Unisex,89512.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,274.0,228.0,2023-01-01,Low Sale
11940,Baume & Mercier,Automatic,steel,Steel,Men's watch/Unisex,170032.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,252.0,199.0,2022-01-01,Low Sale
11941,Timex,Quartz,Aluminum,Other Metal,Men's watch/Unisex,12540.0,Rectangular,Mineral Glass,White,Silver,Fold clasp,14642.0,448.0,2020-01-01,High Sale
11945,Tutima,Automatic,steel,Textile,Men's watch/Unisex,156502.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1121.0,790.0,2023-01-01,Medium Sale
11956,Norqain,Automatic,steel,Textile,Men's watch/Unisex,151635.0,Circular,Sapphire crystal,Grey,Silver,Buckle,497.0,379.0,2024-01-01,Low Sale
11957,Guess,Quartz,steel,Steel,Women's watch,14190.0,Circular,Mineral Glass,Gold,Gold,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
11958,Junghans,Automatic,steel,Leather,Men's watch/Unisex,71527.5,Circular,Plexiglass,White,Black,Buckle,203.0,149.0,2018-01-01,Low Sale
11960,Concord,Quartz,steel,Steel,Women's watch,152625.0,Circular,Sapphire crystal,Blue,Gold,Fold clasp,712.0,508.0,2024-01-01,Medium Sale
11961,Hublot,Automatic,Titanium,Rubber,Men's watch/Unisex,1480875.0,Circular,Sapphire crystal,Blue,Blue,Buckle,3088.0,2340.0,2024-01-01,High Sale
11964,Lorus,Quartz,steel,Steel,Women's watch,5610.0,Circular,Mineral Glass,Silver,Gold,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
11965,Epos,Automatic,gold,Leather,Women's watch,144375.0,Circular,Sapphire crystal,Blue,Black,Double-fold clasp,14642.0,448.0,2021-01-01,High Sale
11970,Louis Erard,Automatic,steel,Leather,Men's watch/Unisex,530062.5,Circular,Sapphire crystal,White,Black,Buckle,767.0,594.0,2023-01-01,Medium Sale
11973,Claude Bernard,Automatic,steel,Leather,Men's watch/Unisex,82335.0,Circular,Sapphire crystal,Champagne,Blue,Fold clasp,428.0,348.0,2024-01-01,Low Sale
11974,Rotary,Quartz,steel,Steel,Women's watch,17820.0,Circular,Sapphire crystal,Blue,Gold,Double-fold clasp,14642.0,7436.0,2024-01-01,High Sale
11979,Armani,Quartz,steel,Steel,Men's watch/Unisex,10725.0,Circular,Mineral Glass,Blue,Gold,Jewelry clasp,14642.0,448.0,2021-01-01,High Sale
11982,Cartier,Automatic,steel,gold,Men's watch/Unisex,725587.5,Rectangular,Sapphire crystal,Silver,Gold,Fold clasp,615.0,435.0,2022-01-01,Low Sale
11988,Lacoste,Quartz,steel,Textile,Men's watch/Unisex,17820.0,Circular,Mineral Glass,Blue,Blue,Buckle,14642.0,7436.0,2024-01-01,High Sale
11991,Squale,Automatic,steel,Leather,Men's watch/Unisex,134227.5,Circular,Plexiglass,White,Silver,Buckle,293.0,246.0,1970-01-01,Low Sale
11996,Jaquet-Droz,Automatic,steel,Animal skin,Men's watch/Unisex,738375.0,Circular,Sapphire crystal,Blue,Blue,Buckle,3088.0,2340.0,2024-01-01,High Sale
11999,Wyler Vetta,Automatic,steel,Leather,Men's watch/Unisex,76065.0,Circular,Mineral Glass,Blue,Blue,Buckle,343.0,300.0,2024-01-01,Low Sale
12000,Romain Jerome,Automatic,steel,Animal skin,Men's watch/Unisex,536827.5,Circular,Sapphire crystal,Black,Black,Buckle,14642.0,448.0,2017-01-01,High Sale
12004,Bulova,Quartz,steel,Steel,Women's watch,7342.5,Circular,Sapphire crystal,White,Gold,Double-fold clasp,1425.0,879.0,2024-01-01,Medium Sale
12006,Junghans,Automatic,steel,Animal skin,Men's watch/Unisex,23265.0,Circular,Plastic,Silver (solid),Black,Buckle,726.0,550.0,1960-01-01,Medium Sale
12009,IWC,Automatic,steel,Leather,Men's watch/Unisex,247500.0,Circular,Sapphire crystal,Silver,Brown,Buckle,1606.0,1147.0,2010-01-01,Medium Sale
12013,Union Glashütte,Automatic,steel,Leather,Men's watch/Unisex,246097.5,Circular,Sapphire crystal,Black,Black,Fold clasp,9683.0,7769.0,2024-01-01,High Sale
12015,F.P.Journe,Automatic,Platinum,Other Metal,Men's watch/Unisex,10720875.0,Circular,Sapphire crystal,Blue,Silver,Buckle,3088.0,2340.0,2024-01-01,High Sale
12025,Sarcar,Manual winding,steel,Leather,Women's watch,61710.0,Rectangular,Mineral Glass,White,Gold,Buckle,14642.0,448.0,1960-01-01,High Sale
12032,Tudor,Automatic,steel,Steel,Men's watch/Unisex,354337.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,615.0,435.0,2024-01-01,Low Sale
12036,Swiss Military,Quartz,steel,Steel,Men's watch/Unisex,16912.5,Circular,Mineral Glass,Silver,Silver,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
12039,IWC,Automatic,steel,Steel,Men's watch/Unisex,473962.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,361.0,255.0,2023-01-01,Low Sale
12041,Lorus,Quartz,steel,Steel,Men's watch/Unisex,7425.0,Circular,Mineral Glass,Black,Gold,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
12042,Yema,Manual winding,steel,Leather,Men's watch/Unisex,344520.0,Circular,Plexiglass,Black,Brown,Buckle,219.0,172.0,1969-01-01,Low Sale
12044,Corum,Automatic,steel,Steel,Men's watch/Unisex,495000.0,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,249.0,172.0,2021-01-01,Low Sale
12047,Vulcain,Manual winding,steel,Animal skin,Men's watch/Unisex,222832.5,Circular,Sapphire crystal,Black,Black,Buckle,819.0,672.0,2024-01-01,Medium Sale
12048,Clerc,Automatic,steel,Leather,Men's watch/Unisex,236692.5,Circular,Sapphire crystal,Black,Gold,Double-fold clasp,14642.0,448.0,2017-01-01,High Sale
12049,Volna,Automatic,Titanium,Rubber,Men's watch/Unisex,299722.5,Circular,Sapphire crystal,Grey,Black,Buckle,363.0,253.0,2024-01-01,Low Sale
12057,Atlantic,Automatic,steel,Leather,Men's watch/Unisex,137775.0,Rectangular,Sapphire crystal,Black,Black,Buckle,2073.0,1305.0,2024-01-01,Medium Sale
12059,Gübelin,Automatic,steel,Leather,Men's watch/Unisex,192720.0,Circular,Plastic,Silver,Black,Fold clasp,14642.0,448.0,1960-01-01,High Sale
12062,Police,Quartz,steel,Steel,Men's watch/Unisex,17820.0,Circular,Mineral Glass,Black,Gold,Fold clasp,1608.0,1189.0,2024-01-01,Medium Sale
12070,Festina,Quartz,steel,Steel,Men's watch/Unisex,17820.0,Circular,Mineral Glass,Blue,Gold,Fold clasp,14642.0,7436.0,2024-01-01,High Sale
12075,Oris,Automatic,steel,Steel,Men's watch/Unisex,148500.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1177.0,671.0,2024-01-01,Medium Sale
12085,Spinnaker,Automatic,steel,Animal skin,Men's watch/Unisex,21120.0,Circular,Sapphire crystal,Blue,Black,Buckle,14642.0,7436.0,2024-01-01,High Sale
12088,Jacob & Co.,Quartz,steel,Leather,Women's watch,329917.5,Circular,Sapphire crystal,White,Blue,Fold clasp,522.0,375.0,2024-01-01,Low Sale
12089,Hamilton,Quartz,steel,Rubber,Men's watch/Unisex,127875.0,Rectangular,Sapphire crystal,Black,Black,Buckle,580.0,323.0,2024-01-01,Low Sale
12096,Arnold & Son,Manual winding,gold,Animal skin,Men's watch/Unisex,4945875.0,Circular,Sapphire crystal,Blue,Blue,Buckle,3088.0,2340.0,2024-01-01,High Sale
12098,Seiko,Automatic,steel,Steel,Men's watch/Unisex,49087.5,Circular,Mineral Glass,White,Steel,Fold clasp,1463.0,1008.0,2024-01-01,Medium Sale
12100,Angelus,Manual winding,steel,Leather,Men's watch/Unisex,148087.5,Rectangular,Plexiglass,Champagne,Black,Buckle,1393.0,862.0,1944-01-01,Medium Sale
12101,Breitling,Automatic,steel,Steel,Women's watch,288337.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,791.0,574.0,2024-01-01,Medium Sale
12102,H.Moser & Cie.,Automatic,steel,Textile,Men's watch/Unisex,742417.5,Circular,Sapphire crystal,Blue,Black,Buckle,2946.0,2094.0,2024-01-01,High Sale
12104,Luminox,Quartz,steel,Steel,Men's watch/Unisex,58987.5,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,461.0,353.0,2024-01-01,Low Sale
12107,Mido,Automatic,steel,Leather,Men's watch/Unisex,24337.5,Rectangular,Plexiglass,Silver,Black,Buckle,1393.0,862.0,1972-01-01,Medium Sale
12108,Tommy Hilfiger,Quartz,steel,Animal skin,Men's watch/Unisex,11550.0,Circular,Mineral Glass,Black,Brown,Buckle,14642.0,7436.0,2024-01-01,High Sale
12113,Junkers,Automatic,steel,Leather,Men's watch/Unisex,42900.0,Rectangular,Sapphire crystal,Silver,Black,Buckle,1156.0,846.0,2022-01-01,Medium Sale
12114,Glycine,Manual winding,steel,Leather,Men's watch/Unisex,643500.0,Rectangular,Mineral Glass,Blue,Brown,Buckle,14642.0,448.0,1969-01-01,High Sale
12116,Swatch,Quartz,Plastic,Textile,Men's watch/Unisex,68805.0,Circular,Plastic,Blue,Black,Buckle,1606.0,1104.0,2023-01-01,Medium Sale
12117,Chronoswiss,Automatic,steel,Steel,Men's watch/Unisex,671055.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,591.0,435.0,1999-01-01,Low Sale
12122,Hamilton,Automatic,steel,Textile,Men's watch/Unisex,127875.0,Circular,Sapphire crystal,Black,Black,Buckle,2264.0,1331.0,2023-01-01,Medium Sale
12123,Davosa,Automatic,steel,Steel,Men's watch/Unisex,124822.5,Circular,Sapphire crystal,Black,Silver,Fold clasp,8544.0,4712.0,2024-01-01,High Sale
12126,Bremont,Automatic,steel,Leather,Men's watch/Unisex,215985.0,Circular,Sapphire crystal,Grey,Black,Buckle,266.0,205.0,2021-01-01,Low Sale
12132,Nivada,Automatic,steel,Rubber,Men's watch/Unisex,98422.5,Circular,Sapphire crystal,Red,Black,Buckle,3109.0,2199.0,2024-01-01,High Sale
12135,Bulgari,Automatic,steel,Steel,Men's watch/Unisex,140250.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,1606.0,1147.0,2024-01-01,Medium Sale
12139,Vacheron Constantin,Manual winding,gold,Animal skin,Men's watch/Unisex,1315875.0,Circular,Sapphire crystal,Silver,Black,Buckle,3088.0,2340.0,2024-01-01,High Sale
12142,Blancpain,Automatic,steel,Textile,Men's watch/Unisex,1451587.5,Circular,Sapphire crystal,Blue,Blue,Fold clasp,226.0,193.0,2020-01-01,Low Sale
12143,Favre-Leuba,Automatic,steel,Steel,Men's watch/Unisex,102877.5,Rectangular,Glass,Blue,Steel,Jewelry clasp,349.0,273.0,2024-01-01,Low Sale
12150,KHS,Quartz,Plastic,Textile,Men's watch/Unisex,34815.0,Circular,Sapphire crystal,Black,Black,Buckle,1608.0,1189.0,2024-01-01,Medium Sale
12152,Van Cleef & Arpels,Automatic,gold,Animal skin,Men's watch/Unisex,3489585.0,Circular,Sapphire crystal,Blue,White,Fold clasp,14642.0,448.0,2019-01-01,High Sale
12163,TAG Heuer,Automatic,steel,Steel,Men's watch/Unisex,173250.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,3531.0,2421.0,2024-01-01,High Sale
12167,Mühle Glashütte,Automatic,steel,Steel,Men's watch/Unisex,156502.5,Circular,Sapphire crystal,Grey,Steel,Double-fold clasp,250.0,219.0,2023-01-01,Low Sale
12176,Festina,Quartz,steel,Steel,Men's watch/Unisex,8827.5,Circular,Mineral Glass,Silver,Silver,Fold clasp,1608.0,1189.0,2024-01-01,Medium Sale
12180,Richard Mille,Automatic,gold,Rubber,Men's watch/Unisex,24255000.0,Rectangular,Sapphire crystal,Blue,White,Fold clasp,243.0,153.0,2020-01-01,Low Sale
12181,Parmigiani Fleurier,Automatic,steel,Steel,Men's watch/Unisex,1685557.5,Circular,Sapphire crystal,Green,Steel,Double-fold clasp,489.0,404.0,2023-01-01,Low Sale
